name,x,y,z,scale
dots534,13647.1875,366.049561,322.448425,1287.015912
dots535,13647.1875,321.744049,312.185394,2626.5625
dots536,13647.1875,319.686096,280.184692,236.390625
dots537,13647.1875,325.020569,351.1185,531.8789063
dots538,13647.1875,351.664124,357.262177,420.25
dots539,13647.1875,295.057678,354.390869,945.5625
dots540,13647.1875,316.794617,373.642944,420.25
dots541,13647.1875,296.287476,387.986023,945.5625
dots542,13647.1875,267.574707,414.621979,794.5351563
dots543,13647.18652,238.869537,400.264587,531.8789063
dots544,13647.18555,224.877167,431.36853,1477.441714
dots545,13647.18457,220.398651,402.289917,236.390625
dots546,13647.17969,183.464905,407.52478,2370.472656
dots547,13647.17871,185.07135,451.431335,945.5625
dots548,13647.16602,154.708557,428.822876,236.390625
dots549,13647.16309,152.701782,395.439026,236.390625
dots550,13647.16211,133.005859,413.201447,945.5625
dots551,13647.1582,134.545441,457.475372,2370.472656
dots552,13647.14648,91.082886,424.616882,2895.785156
dots553,13647.14453,93.134094,467.668274,945.5625
dots554,13647.14648,109.536438,484.072571,236.390625
dots555,13647.13184,68.497437,488.111115,420.25
dots556,13647.125,70.528809,453.229889,236.390625
dots557,13647.12109,52.070496,461.415344,656.640625
dots558,13647.11816,50.821014,435.125122,656.640625
dots559,13647.11426,52.862244,410.944824,531.8789063
dots560,13647.11035,13.902649,412.977386,1897.691406
dots561,13647.10449,25.817902,447.805939,794.5351563
dots562,13647.09082,21.6315,481.367798,1287.015912
dots563,13647.08398,-14.842682,451.839417,2127.515625
dots564,13647.08203,-11.554474,487.920776,656.640625
dots565,13647.0752,-45.172821,484.603516,1109.722923
dots566,13647.04395,-73.081909,477.604065,420.25
dots567,13647.0625,-58.729126,459.164062,531.8789063
dots568,13647.06055,-53.018127,436.602173,531.8789063
dots569,13647.04688,-93.701324,454.014404,1897.691406
dots570,13647.00977,-135.705322,465.182007,1287.015912
dots571,13647.00684,-170.50766,448.815674,1287.015912
dots572,13646.99707,-195.102509,423.157654,1109.722923
dots573,13646.99023,-225.901611,434.444824,794.5351563
dots574,13646.98535,-222.796295,408.836243,531.8789063
dots575,13646.97852,-253.545471,413.916626,1477.441714
dots576,13646.9707,-275.08197,382.06665,1477.441714
dots577,13646.97168,-295.530945,402.557129,321.753978
dots578,13646.97266,-306.7789,381.115875,236.390625
dots579,13646.95313,-307.751434,348.15033,2127.515625
dots580,13646.95801,-344.668579,352.36087,656.640625
dots581,13646.95313,-333.401703,319.546906,656.640625
dots582,13646.94531,-367.191467,326.743073,945.5625
dots583,13646.93262,-350.824554,287.676605,1897.691406
dots584,13646.92969,-390.714783,288.831329,1287.015912
dots585,13646.95117,-385.605408,251.829346,1109.722923
dots586,13646.91797,-419.489288,263.230743,945.5625
dots587,13646.91602,-410.222198,221.13446,1287.015912
dots588,13646.91016,-437.860352,235.537567,531.8789063
dots589,13646.90137,-450.137299,200.694702,1287.015912
dots590,13646.93164,-419.453094,191.441299,656.640625
dots591,13646.89258,-434.761841,168.004822,656.640625
dots592,13646.88672,-465.448669,162.807053,945.5625
dots593,13646.87695,-482.823914,118.756805,1109.722923
dots594,13646.89648,-495.174408,79.818329,420.25
dots595,13646.8916,-485.999451,54.181747,656.640625
dots596,13646.87598,-505.369324,40.84729,236.390625
dots597,13646.89453,-496.175659,21.342834,531.8789063
dots598,13646.89258,-475.558716,10.052002,420.25
dots599,13646.88867,-497.141388,-2.18927,420.25
dots600,13646.88477,-476.619354,-14.477051,236.390625
dots601,13646.87988,-505.298798,-24.716019,236.390625
dots602,13646.86328,-476.43927,-47.283005,2127.515625
dots603,13646.86231,-473.428101,-91.272827,1681
dots604,13646.86231,-475.469543,-134.312134,1109.722923
dots605,13646.86426,-447.821899,-162.012878,1477.441714
dots606,13646.86035,-446.64917,-200.846222,1287.015912
dots607,13646.86328,-408.786865,-269.632904,794.5351563
dots608,13646.86231,-371.931152,-273.726624,1681
dots609,13646.86231,-398.574829,-297.270355,236.390625
dots610,13646.86328,-373.967804,-311.61264,1109.722923
dots611,13646.86231,-345.260498,-299.305084,945.5625
dots612,13646.86231,-328.941711,-329.926025,1477.441714
dots613,13646.86328,-359.591675,-338.235687,236.390625
dots614,13646.86328,-324.730469,-363.824036,531.8789063
dots615,13646.86231,-285.666138,-350.516663,2370.472656
dots616,13646.86328,-294.946228,-388.391388,531.8789063
dots617,13646.86231,-273.443237,-383.288513,236.390625
dots618,13646.86328,-247.832977,-373.025482,794.5351563
dots619,13646.86426,-265.226532,-404.768372,794.5351563
dots620,13646.86621,-230.312195,-401.652222,1109.722923
dots621,13646.86621,-206.806854,-421.142181,531.8789063
dots622,13646.86816,-211.889648,-438.571533,236.390625
dots623,13646.87305,-182.168091,-404.743195,794.5351563
dots624,13646.875,-183.205048,-440.519073,1287.015912
dots625,13646.87793,-147.237732,-419.055969,2127.515625
dots626,13646.88184,-152.384766,-454.898895,656.640625
dots627,13646.88086,-125.729248,-450.791626,531.8789063
dots628,13646.88965,-99.057037,-428.207001,1681
dots629,13646.88965,-58.057465,-430.256897,794.5351563
dots630,13646.89941,-69.336823,-465.068054,1897.691406
dots631,13646.89453,-41.642365,-444.580383,236.390625
dots632,13646.90137,-27.333038,-454.808289,420.25
dots633,13646.90723,-21.119659,-479.335815,656.640625
dots634,13646.91699,5.597992,-456.805908,1287.015912
dots635,13646.91699,17.846954,-481.401093,531.8789063
dots636,13646.92773,55.704346,-480.321564,656.640625
dots637,13646.93262,80.361969,-457.753662,945.5625
dots638,13646.95703,87.576111,-479.281647,236.390625
dots639,13646.9707,107.02417,-469.014221,531.8789063
dots640,13646.97949,135.673706,-464.895508,531.8789063
dots641,13646.99219,169.588409,-443.310547,1681
dots642,13646.99805,212.624146,-425.910095,1681
dots643,13647.02344,246.359558,-400.126099,1477.441714
dots644,13646.98828,250.570251,-369.560516,531.8789063
dots645,13647.01758,289.431854,-369.997955,2626.5625
dots646,13647.01758,335.592194,-340.314667,2370.472656
dots647,13647.02441,372.220764,-320.797516,1109.722923
dots648,13647.03613,417.569794,-270.081055,656.640625
dots649,13647.04395,433.948792,-243.437439,321.753978
